[002:OBNA#0016]	墓園@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0545]	他看起來對這些東西很著迷。
[048:VERB#0545]	就叫我小氣鬼吧，\255\003但我才不會把錢送人。
[048:VERB#0545]	這東西太值錢了，我才不要還回去。
[048:VERB#0545]	那不是我的，我沒資格送人。
[048:VERB#0545]	什麼？！\255\003我瘋了嗎？
[048:VERB#0545]	我沒那麼笨。
[048:VERB#0545]	我才不會把這個送人。
[048:VERB#0545]	我這種東西已經夠多了。
[048:VERB#0545]	我沒辦法拿去退貨。\255\003有些齒都彎了。
[048:VERB#0545]	其實，這東西以後可能派得上用場。
[048:VERB#0545]	我想留著這個，這樣才能照照自己。
[048:VERB#0545]	抱歉啦小子。\255\003我對懷舊運動小物沒興趣。
[048:VERB#0545]	把那堆破爛拿走。
[048:VERB#0545]	嘿！那東西已經不衛生了！\255\003快拿開！
[048:VERB#0545]	不用了，謝謝。
[048:VERB#0545]	我看他不會喜歡那個。
[048:OBNA#0545]	骨董商@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0519]	這不是我的，不能用。
[048:OBNA#0519]	地圖碎片@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0530]	輪轂蓋@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0536]	鯨魚畫@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0547]	我一直想要一個這種東西。
[048:VERB#0547]	弄髒國王的肖像？\255\003太褻瀆了！
[048:OBNA#0547]	搖滾收藏紀念盤@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0521]	大砲@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0523]	眼罩@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0514]	我覺得自己美美的。
[048:VERB#0514]	我覺得自己美美的。
[048:VERB#0514]	還是算了。那隻鸚鵡看起來很兇。
[048:VERB#0514]	我不想惹那隻鸚鵡生氣。
[048:VERB#0514]	我覺得自己美美的。
[048:VERB#0514]	我覺得自己美美的。
[048:VERB#0514]	他喜歡它待在原本的地方。
[048:OBNA#0514]	鏡子@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0531]	舵輪@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0518]	袋子是空的。
[048:VERB#0518]	袋子是空的。
[048:VERB#0518]	我看它不會想要那個。
[048:VERB#0518]	袋子是空的。
[048:VERB#0518]	喂！別對我的鸚鵡做那種事。
[048:VERB#0518]	喂！別對我的鸚鵡做那種事。
[048:VERB#0518]	抱歉，牠不賣。
[048:OBNA#0518]	鸚鵡@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0513]	袋子是空的。
[048:VERB#0513]	袋子是空的。
[048:VERB#0513]	我看它不會想要那個。
[048:VERB#0513]	袋子是空的。
[048:VERB#0513]	喂！別對我的鸚鵡做那種事。
[048:VERB#0513]	喂！別對我的鸚鵡做那種事。
[048:VERB#0513]	抱歉，牠不賣。
[048:OBNA#0513]	鸚鵡@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0541]	小相框@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0525]	船笛@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0528]	噁心骷髏頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0524]	印第的鞭子\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0517]	上面印著一隻鸚鵡的圖案。
[048:VERB#0517]	袋子是空的。
[048:VERB#0517]	袋子是空的。
[048:VERB#0517]	我想他喜歡它待在原本的地方。
[048:VERB#0517]	你介意把那個留在這裡嗎？\255\003鸚鵡比起鏡子更喜歡這個。
[048:OBNA#0517]	鸚鵡飼料@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0515]	「小心鸚鵡」
[048:OBNA#0515]	告示牌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0520]	搖滾收藏紀念盤@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0532]	寶箱@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0522]	砲彈@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0533]	面具@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0539]	木桶@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0526]	船錨@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0512]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0540]	雖然老舊，但依然亮晶晶又銳利。
[048:VERB#0540]	我看不該拿這個去切東西。
[048:OBNA#0540]	擦得發亮的舊鋸子@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0527]	「左轉」標誌@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0529]	海盜帽@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0537]	羽毛筆@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0542]	小相框@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:OBNA#0538]	義肢木腿@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0546]	現在這是骨董商的東西了。
[048:VERB#0546]	我可不想做出任何會讓它貶值的事。
[048:OBNA#0546]	猴子頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0516]	這是我買的。\255\003我沒必要放回去。
[048:VERB#0516]	我不想把那個掛在那裡。
[048:VERB#0516]	它牢牢固定在牆上。
[048:OBNA#0516]	掛鉤@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0548]	提早準備過節，永遠不嫌早。
[048:VERB#0548]	當作什麼？帽子嗎？
[048:OBNA#0548]	花圈@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0549]	「27 號檢驗合格」
[048:VERB#0549]	不了。我對蝨子有陰影。
[048:OBNA#0549]	海盜帽@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0550]	這個掛在牆上應該挺好看。
[048:VERB#0550]	我用不到這個。
[048:OBNA#0550]	輪轂蓋@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0551]	跟老爸老媽婚禮那支筆一模一樣！
[048:VERB#0551]	沒墨水了。\255\003反正也沒什麼好寫的。
[048:OBNA#0551]	羽毛筆@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:VERB#0552]	「香港製造」
[048:OBNA#0552]	船笛@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:ENCD#0048]	波麗要吃餅乾嗎？
[048:LSCR#0203]	鸚鵡@@
[048:LSCR#0206]	\007地圖碎片多少錢？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007你們收Visa卡嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007你們收什麼樣的以物易物？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007你願意用什麼換這張地圖碎片？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007能跟我說說那艘有船首像的船嗎？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007請再跟我說一次那艘有船首像的船的故事。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007你這店開得不錯嘛。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	\007我該走了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0206]	我該走了。
[048:LSCR#0206]	多少錢？
[048:LSCR#0206]	Visa卡。Visa卡。Visa卡。
[048:LSCR#0206]	你收嗎？
[048:LSCR#0206]	拿來換地圖碎片？
[048:LSCR#0206]	關於那艘船。
[048:LSCR#0206]	關於那艘船。
[048:LSCR#0206]	這張地圖碎片是用世紀之交的正宗羊皮紙做的。\255\003現在可找不到這種東西了。
[048:LSCR#0206]	好啦，但到底多少錢？
[048:LSCR#0206]	大概六百萬枚八里爾銀幣。
[048:LSCR#0206]	呃 ^ 我應該沒那麼多錢可以花。
[048:LSCR#0206]	那 ^ 我倒是有些便宜的假地圖。
[048:LSCR#0206]	不用了，謝謝。
[048:LSCR#0206]	是啦，說得好像你真有一張。
[048:LSCR#0206]	但我收個人支票或以物易物。
[048:LSCR#0206]	大部分舊劍我都收，\255\003一些二手鸚鵡，\255\003幾乎任何值錢的青銅製品，\255\003還有一些舊船零件。
[048:LSCR#0206]	用這些東西的其中一樣，你願意換給我地圖碎片嗎？
[048:LSCR#0206]	不行。不過有一樣東西我倒是可以考慮拿來換地圖碎片。
[048:LSCR#0206]	曾經有艘船沉了，我很想要那艘船的船首像。
[048:LSCR#0206]	你要是幫我拿到那個船首像，我就把地圖給你。
[048:LSCR#0206]	那艘船是一艘叫「瘋猴號」的巨型帆船。\255\003沒人知道它沉在哪裡、為什麼會沉。\255\003但據說那個船首像是史上最了不起的藝術品。
[048:LSCR#0206]	這就是我想要它的原因。\255\003我是個藝術收藏家，你應該看得出來。
[048:LSCR#0206]	真巧！\255\003我剛好就有那個船首像。
[048:LSCR#0206]	謝了。我對自己商品的品質可是很自豪的。
[048:LSCR#0206]	我只賣最頂級的海盜紀念品。\255\003就連以物易物收來的東西都是一流貨色。
[048:LSCR#0206]	而且我永遠給你最划算的價錢。
[048:LSCR#0206]	你這樣做怎麼划得來？
[048:LSCR#0206]	薄利多銷。
[048:LSCR#0207]	蓋布拉許
[048:LSCR#0207]	瘋猴號的船首像！
[048:LSCR#0207]	瘋~~~猴號！
[048:LSCR#0207]	一般來說，我會付六百萬枚八里爾銀幣買這個。\255\003不過我現在手頭有點緊。
[048:LSCR#0207]	我用這張大驚奇地圖碎片跟你換。
[048:LSCR#0207]	好啊，我要這張地圖碎片。
[048:LSCR#0207]	哎呀哎呀哎呀。\255\003我還真沒想過會有人拿到瘋猴號的船首像。
[048:LSCR#0207]	瘋~~~猴號！
[048:LSCR#0207]	我現在可以拿地圖碎片了嗎？
[048:LSCR#0207]	當然。
[048:LSCR#0207]	這是你的了。
[048:LSCR#0207]	蓋布拉許
[048:LSCR#0207]	瘋~~~猴號！
[048:LSCR#0208]	劍鞘？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0208]	起司刨絲器？@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0209]	美~~~極了
[048:LSCR#0209]	牠是不是隻漂亮的鸚鵡？
[048:LSCR#0209]	牠正忙著看自己的倒影出神呢。
[048:LSCR#0209]	我看牠是戀愛了。
[048:LSCR#0209]	美~~~極了
[048:LSCR#0209]	牠是不是隻漂亮的鸚鵡？
[048:LSCR#0209]	牠正忙著看自己的倒影出神呢。
[048:LSCR#0209]	我看牠是戀愛了。
[048:LSCR#0209]	漂亮的鳥。
[048:LSCR#0209]	波麗先生喜歡那面鏡子。
[048:LSCR#0209]	對啊，牠看起來愛上自己的倒影了。
[048:LSCR#0209]	嘎嘎！
[048:LSCR#0209]	上面寫著：「小心鸚鵡」。
[048:LSCR#0209]	彼得鉤。
[048:LSCR#0209]	那是一個正宗的海盜魚鉤。\255\003在一隻累到動不了的鱷魚肚子裡找到的。
[048:LSCR#0209]	嘎~~~！
[048:LSCR#0209]	謝謝你把那個給我。\255\003我看鸚鵡挺喜歡的。
[048:LSCR#0209]	大驚奇。
[048:LSCR#0209]	那是大驚奇藏寶圖的一部分。\255\003我對這碎片了解不多，但聽說圖書館裡有本書會講整張地圖的來龍去脈。
[048:LSCR#0209]	搖滾萬歲。
[048:LSCR#0209]	那個收藏盤子值不少錢。
[048:LSCR#0209]	哇！我就知道這些東西總有一天會值錢。
[048:LSCR#0209]	微縮骷髏皮。
[048:LSCR#0209]	這些是用曬白鯨骨精工複製的腐爛骷髏縮小模型。\255\003甚至還有一些鬆散的皮可以拿來掛。
[048:LSCR#0209]	換個名字還是頭鯨魚。
[048:LSCR#0209]	那是傳說中的白鯨。\255\003從沒被抓到過，除了畫布上這次。
[048:LSCR#0209]	牠有名字嗎？
[048:LSCR#0209]	不知道。
[048:LSCR#0209]	也許有，也許沒有。\255\003沒規定鯨魚一定要有名字。
[048:LSCR#0209]	別把保險絲燒了。
[048:LSCR#0209]	那是七型「毀滅者」三連裝砲台。\255\003可惜他們沒想到要留個洞裝保險絲。
[048:LSCR#0209]	這些超讚的！
[048:LSCR#0209]	你穿上一件肯定好看。\255\003而且拿去辦派對也很讚。
[048:LSCR#0209]	最後的叫聲。
[048:LSCR#0209]	那是我自己用上一隻鸚鵡做的。\255\003牠吵得我受不了了。
[048:LSCR#0209]	鑄鐵。
[048:LSCR#0209]	瞧瞧這些球！\255\003都是上等鑄鐵做的。
[048:LSCR#0209]	以物易物。
[048:LSCR#0209]	聽說這些東西在內城區是拿來以物易物用的。
[048:LSCR#0209]	各種形狀都有。
[048:LSCR#0209]	我這裡各種形狀的眼罩都有。
[048:LSCR#0209]	第三個輪子。
[048:LSCR#0209]	那是幾年前我救的一個人送我的禮物。\255\003輪子其實沒什麼用，但他說禮尚往來。
[048:LSCR#0209]	一位好朋友。
[048:LSCR#0209]	那是我一位住在別的島上的好朋友手工做的。
[048:LSCR#0209]	真跡聖戰突襲。
[048:LSCR#0209]	那可是真貨！\255\003在《法櫃奇兵》、《魔宮傳奇》、《聖戰奇兵》和《少年印第安納瓊斯》裡都出現過。
[048:LSCR#0209]	空的。
[048:LSCR#0209]	據說惡名昭彰的綠鬍子是在撲克牌局中從朗約翰·庫柏手上贏來這個桶子的。\255\003可惜是空的。
[048:LSCR#0209]	船笛。
[048:LSCR#0209]	那是真正的船笛，跟現代船隻用的一模一樣。
[048:LSCR#0209]	針頭仔。
[048:LSCR#0209]	看起來像是「帥氣針頭仔」史畢菲。
[048:LSCR#0209]	空的。
[048:LSCR#0209]	空的。
[048:LSCR#0209]	制止力。
[048:LSCR#0209]	這是符合人體工學設計，用來增強制止力的。
[048:LSCR#0209]	佳節嘛，隨便啦。
[048:LSCR#0209]	那是節慶送禮的好選擇。
[048:LSCR#0209]	海之鋸。
[048:LSCR#0209]	那個寶貝是在海底撈到的。\255\003不過清理過後真的很漂亮。
[048:LSCR#0209]	沒倒下之前，別說它死了。
[048:LSCR#0209]	那是我從那條有名的「懸崖景觀路」拿來的招牌。
[048:LSCR#0209]	我從沒聽過這條路。
[048:LSCR#0209]	現在大家都叫它「死人墜崖」了。
[048:LSCR#0209]	知名海盜（畫像），非賣品。
[048:LSCR#0209]	啊，這是南太平洋海盜著名的祭典燈飾。\255\003那些可不賣。
[048:LSCR#0209]	什麼妞兒不妞兒的，管他的。
[048:LSCR#0209]	這是一幅畫著幾個女人的畫。
[048:LSCR#0209]	海盜。
[048:LSCR#0209]	這是一幅有著木頭義肢的海盜畫像。
[048:LSCR#0209]	這到底是什麼東西？
[048:LSCR#0209]	我也不太確定這是什麼東西。
[048:LSCR#0209]	花瓶。
[048:LSCR#0209]	這是一只美麗的古董瓷花瓶。
[048:LSCR#0211]	我想買這個^\255\003^東西。
[048:LSCR#0211]	我想買這些\255\006\000\064。
[048:LSCR#0211]	我想買這個\255\006\000\064。
[048:LSCR#0211]	抱歉，那個招牌不賣。
[048:LSCR#0211]	喔。
[048:LSCR#0211]	呃，這個嘛 ^
[048:LSCR#0211]	好吧，我想我可以賣給你。
[048:LSCR#0211]	你已經把我能賣的最後一個買走了。\255\003我至少得留一個當展示品。
[048:LSCR#0211]	老實說，那些是我兒子的東西。\255\003不賣。
[048:LSCR#0211]	我留著那些只是因為它們很酷。\255\003不賣。
[048:LSCR#0211]	我實在捨不得賣掉那些。\255\003它們對我有紀念意義。
[048:LSCR#0211]	對啊，我也很喜歡那個。\255\003但它不賣。
[048:LSCR#0211]	那是店裡我最喜歡的東西之一。\255\003但我沒有足夠的庫存可以賣。
[048:LSCR#0211]	很不錯吧？\255\003可惜不賣。
[048:LSCR#0211]	那個我只有一件。\255\003所以得留著當展示品。
[048:LSCR#0211]	那個要六百萬枚八字銀幣。\255\003你要買嗎？
[048:LSCR#0211]	好眼光。
[048:LSCR#0211]	看得出來你識貨。
[048:LSCR#0211]	好嘞。
[048:LSCR#0211]	沒問題。
[048:LSCR#0211]	太好了！
[048:LSCR#0211]	我想賣你一個。
[048:LSCR#0211]	我想把它賣給你。
[048:LSCR#0211]	一個要\255\004\002\064枚八字銀幣。
[048:LSCR#0211]	這樣是\255\004\002\064枚八字銀幣。
[048:LSCR#0211]	我付不起那麼多錢。
[048:LSCR#0211]	真可惜。
[048:LSCR#0211]	如果你真的很想要，我可以把你之前跟我買的一些東西買回來。
[048:LSCR#0211]	\007好，我買了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0211]	\007我想想，還是省點錢好了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0211]	算你吃虧。
[048:LSCR#0211]	它是你的了。
[048:LSCR#0211]	我去庫存幫你拿一個。
[048:LSCR#0211]	給你。
[048:LSCR#0211]	謝謝。
[048:LSCR#0212]	這塊牌匾你願意出多少錢收？
[048:LSCR#0212]	我沒興趣。
[048:LSCR#0212]	\007你這話什麼意思？這東西可值錢了！@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007你要是知道它有多值錢，就會有興趣了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007好吧，算你錯過一筆好買賣。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	就為了木板上那坨膿？
[048:LSCR#0212]	\007那可不是普通的膿。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007這比店裡大部分的破爛都值錢多了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007好，算你倒楣，老兄。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	是喔？\255\003它有什麼特別的？
[048:LSCR#0212]	\007上面沾著殺死里察克那個人的口水。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007它是用稀有、環保的材料做的。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	\007老實說，這東西這麼值錢，我還是留著好了。@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[048:LSCR#0212]	真的假的？！\255\003那樣的話它就很值錢了。\255\003而且我本來就喜歡青銅。
[048:LSCR#0212]	我出六千枚八字銀幣跟你收。
[048:LSCR#0212]	成交。
[048:LSCR#0212]	嗯哼。
[048:LSCR#0215]	我可以把這些\255\006\000\064賣回去嗎？
[048:LSCR#0215]	我可以把這個\255\006\000\064賣回去嗎？
[048:LSCR#0215]	當然可以。
[048:LSCR#0215]	管他的，我甚至照你當初買的價錢退給你。
[048:LSCR#0215]	管他的，我甚至照你當初買的價錢退給你。
[048:LSCR#0215]	謝了。
[048:LSCR#0215]	老實說，我本來就對跟你收那麼多錢感到有點過意不去。
[048:LSCR#0215]	嘿，我可是個公道的人。
[048:LSCR#0215]	就說我心軟吧。
[048:LSCR#0215]	畢竟，這裡不是史丹的店。
[048:LSCR#0215]	我們的宗旨就是讓顧客滿意。
[048:LSCR#0215]	沒有人會帶著不滿意離開這裡。
[048:LSCR#0216]	嘿！\255\003把那東西拿到外面去，行不行？
[049:OBNA#0553]	門@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0554]	好漂亮的洋裝！
[049:VERB#0554]	我現在不想穿這個。
[049:OBNA#0554]	洋裝@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0555]	這讓我想起：\255\003我想買史蒂夫·帕塞爾\015最新出的漫畫書。
[049:VERB#0555]	我應該先問問店家。
[049:VERB#0555]	抱歉，那套服裝已經被租走了。
[049:OBNA#0555]	山姆與麥克斯\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0572]	我應該先問問店家。
[049:VERB#0572]	抱歉，那套服裝已經被租走了。
[049:OBNA#0572]	邦妮鳥\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0573]	我不知道這是什麼，但肯定很醜。
[049:VERB#0573]	我應該先問問店家。
[049:VERB#0573]	抱歉，那套服裝已經被租走了。
[049:OBNA#0573]	醜陋的綠色頭@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0567]	我應該先問問店家。
[049:VERB#0567]	抱歉，那套服裝已經被租走了。
[049:OBNA#0567]	宇宙小丑\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0556]	我應該先問問店家。
[049:VERB#0556]	抱歉，那套服裝已經被租走了。
[049:OBNA#0556]	大力麋鹿\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0557]	我應該先問問店家。
[049:VERB#0557]	抱歉，那套服裝已經被租走了。
[049:OBNA#0557]	卡洛琳鱷魚\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0558]	我應該先問問店家。
[049:VERB#0558]	抱歉，那套服裝已經被租走了。
[049:OBNA#0558]	保齡球男孩\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0559]	我應該先問問店家。
[049:VERB#0559]	抱歉，那套服裝已經被租走了。
[049:OBNA#0559]	搖搖兔\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0560]	我應該先問問店家。
[049:VERB#0560]	抱歉，那套服裝已經被租走了。
[049:OBNA#0560]	水手派特\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0561]	我應該先問問店家。
[049:VERB#0561]	抱歉，那套服裝已經被租走了。
[049:OBNA#0561]	長腿鴨\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0562]	我應該先問問店家。
[049:VERB#0562]	抱歉，那套服裝已經被租走了。
[049:OBNA#0562]	喬安娜蜥蜴\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0563]	這看起來一點都不像我見過的食人族。
[049:VERB#0563]	我應該先問問店家。
[049:VERB#0563]	抱歉，那套服裝已經被租走了。
[049:OBNA#0563]	食人族莫伊\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0564]	我應該先問一下店老闆。
[049:VERB#0564]	抱歉，那套服裝已經被租走了。
[049:OBNA#0564]	搖擺大象\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0565]	我應該先問一下店老闆。
[049:VERB#0565]	抱歉，那套服裝已經被租走了。
[049:OBNA#0565]	米利猴\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0566]	我應該先問一下店老闆。
[049:VERB#0566]	抱歉，那套服裝已經被租走了。
[049:OBNA#0566]	犀牛泰德\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0568]	我應該先問一下店老闆。
[049:VERB#0568]	抱歉，那套服裝已經被租走了。
[049:OBNA#0568]	布萊狗\015@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[049:VERB#0569]	我應該先問一下店老闆。
[049:VERB#0569]	抱歉，那套服裝已經被租走了。
